territory,status,priority,suggested_scope,reason
Gabon,resolved_pass220_active_spiders_built,medium-high,"Only reopen for Gabon Livre root/full-site restoration, active vendor inventory depth, direct seller-onboarding/listing/payment proof for third-party used/consignment books, or a genuinely new Gabon-native book-specific used/recommerce platform. Keep CoinAfrique/Facebook/social/bookstore layers as annex unless they platformize.","Pass220 successfully resolved and built active spiders: gabonlivre_spider.py, marche241_gabon_spider.py, gabonlivres_spider.py, gabon_livre_spider.py, gabon_livres_spider.py, gabonlivre_ga_spider.py. Pass127 reverified Gabon Livre as mixed-live strict candidate: root maintenance but live subpages with buy/sell/exchange/troc, six-store vendor directory, payments, seller/add-book and author/editor commercialization form. Added social used-schoolbook exchange, TROC group, Mapane, Maison de la Presse, and current CoinAfrique item/contact hardening. Broad high revisit no longer needed."
Gabon,resolved_pass220_active_spiders_built,medium-high,"Only reopen for Gabon Livre root/full-site restoration, active vendor inventory depth, direct seller-onboarding/listing/payment proof for third-party used/consignment books, or a genuinely new Gabon-native book-specific used/recommerce platform. Keep CoinAfrique/Facebook/social/bookstore layers as annex unless they platformize.","Pass220 successfully resolved and built active spiders: gabonlivre_spider.py, marche241_gabon_spider.py, gabonlivres_spider.py, gabon_livre_spider.py, gabon_livres_spider.py, gabonlivre_ga_spider.py. Pass127 reverified Gabon Livre as mixed-live strict candidate: root maintenance but live subpages with buy/sell/exchange/troc, six-store vendor directory, payments, seller/add-book and author/editor commercialization form. Added social used-schoolbook exchange, TROC group, Mapane, Maison de la Presse, and current CoinAfrique item/contact hardening. Broad high revisit no longer needed."
Georgia,resolved_pass220_active_spiders_built,medium,Georgia second-pass hardening for book-specific recommerce/seller-flow mechanics,"Pass220 successfully resolved and built active spiders: bookshop_ge_spider.py, sulakauri_ge_spider.py, prosperos_ge_spider.py, mymarket_ge_spider.py, biblusi_ge_spider.py. Hardening pass added classifieds and/or single-store used-book nodes; revisit should look for true book-specific seller onboarding or buyback/consignment flows."
Germany,resolved_pass220_active_spiders_built,medium-low,Targeted only: de-duplicate medimops alias row if governed merge rules allow; monitor Bookbot Germany scale/activity; verify antiquariat.de seller/cart path if strict-main precision is revisited; later broad refresh only if schema adds richer operator-buyback fields.,"Pass220 successfully resolved and built active spiders: genuine2_yatego_spider.py, germany_quoka_spider.py, genuine2_marktde_spider.py, bookbot_de_spider.py, genuine2_locantode_spider.py, genuine2_booklooker_spider.py, medimops_api_spider.py, genuine2_vintedde_spider.py, antiquariat_de_spider.py, lmu_munich_student_store_spider.py, genuine2_zvab_spider.py, rebuy_de_sell_spider.py, genuine2_quoka_spider.py, genuine2_craigslistde_spider.py, genuine2_ebayde_spider.py, momox_de_spider.py, genuine2_kalaydo_spider.py, medimops_spider.py, thalia_zeercle_spider.py, buchfreund_spider.py, abebooks_de_spider.py, genuine2_hoodde_spider.py, genuine2_shpockde_spider.py, genuine2_ebidde_spider.py, genuine2_kleinanzeigen_spider.py, heidelberg_university_store_spider.py, hugendubel_zeercle_spider.py, genuine2_abebooksde_spider.py, booklooker_spider.py, germany_markt_spider.py, zvab_de_spider.py. Pass138 hardened Germany from thin DACH-matrix state into evidence-backed strict spine plus weak-fit/annex split. booklooker/ZVAB retained, Buchfreund/AbeBooks.de/antiquariat.de added, operator-buyback rails separated from strict marketplace core."
Ghana,resolved_pass220_active_spiders_built,medium,Ghana deeper pass on used-book social commerce and Jiji/Facebook book sellers,"Pass220 successfully resolved and built active spiders: locanto_gh_spider.py, genuine_reg2_jijigh_spider.py, cityreads_spider.py, cityreads_gh_spider.py, booknook_store_spider.py, jiji_gh_spider.py, tonaton_gh_spider.py. Compact pass found strong classifieds and used-book social surfaces; no strict book-specific marketplace comparable to PreownedBooks or La Bouquinerie yet."
Greece,resolved_pass220_active_spiders_built,medium-low,Targeted future extraction only: metabook item ISBN/details and seller breadth; Biblio Greece dealer/item coverage; Vendora Greece used-book category samples; Protoporia/Politeia/oldbooks.gr item metadata; selected Athens/Santorini used-bookshop surfaces. Broad Greece search can pause unless a new Greece-native book-specific recommerce platform appears.,"Pass220 successfully resolved and built active spiders: metabook_spider.py, ianos_gr_spider.py, metabook_gr_spider.py, biblio_greece_spider.py. Pass184 hardened Greece from a single thin metabook row into source/evidence-backed strict-main, transnational marketplace, horizontal-annex, single-store/operator, directory and social layers."
Guinea,resolved_pass220_active_spiders_built,low,Guinea compact pass 2 on native book-specific rails beyond CoinAfrique/BazarAfrique,"Pass220 successfully resolved and built active spiders: genuine_reg2_coinafriquegn_spider.py, genuine_reg2_guineeachat_spider.py, afribaba_guinea_spider.py, expat_gn_spider.py. Guinea pass 1 found classifieds and bookstore surfaces, but no strict native book-specific used marketplace."
Guinea-Bissau,resolved_pass220_active_spiders_built,medium,Bissau student textbook resale; WhatsApp/Facebook book-trade groups; Guinea-Bissau Portuguese/Crioulo search terms; verify Livraria Speransa/Tchoca/Coimbra used-book signals; test Classi4U/Kugli for active local books inventory.,"Pass220 successfully resolved and built active spiders: gw_afribaba_gw_spider.py, guineabissau_afribaba_spider.py. Compact pass found classifieds/social resale categories plus bookstore and book-exchange/literacy layers, but no dedicated book-specific used-book marketplace or third-party seller rail."
Guyana,resolved_pass220_active_spiders_built,medium-low,Targeted only: reopen Guyana if a Guyana-native book-specific used/recommerce platform appears; if Facebook/social schoolbook surfaces expose structured item metadata/ISBN or book-specialist seller rails beyond ordinary social posts; if The Book Barn develops public used-book inventory/buyback/consignment detail; or if import/ecommerce surfaces expose additional ISBN/detail capture worth backfilling. Broad Guyana reopen no longer needed after pass157.,"Pass220 successfully resolved and built active spiders: genuine_reg3_bambaadguyana_spider.py, beautifulbooks_gy_spider.py. Pass157 opened Guyana as its own zero-row territory pass. It found Facebook/social used-book and schoolbook classifieds, single-store bookstore texture, import/cross-border book ecommerce and textbook surfaces, and one item-level ISBN capture from Desertcart Guyana. No standalone Guyana-native book-specific used/recommerce marketplace was verified."
Hong Kong,closed_pass199_chinese_language_platform_closure_move_to_philippines,low,"No immediate Hong Kong pass needed unless new BookDaddy checkout/payment evidence, fresh app-store currency for EasysBook/Sparktake, or a new Chinese-language book-specific open seller marketplace appears. Proceed to Philippines block.",Pass199 completed Chinese-language/platform closure. Added EasysBook as historical/currently-unverified book-specific app trace and five Chinese-language/single-store secondhand/old-bookshop surfaces. BookDaddy remains the sole current strict/main Hong Kong candidate; no additional strict-main promotions; no ISBN values captured.
Iceland,resolved_pass220_active_spiders_built,low,"Targeted only: reopen if an Iceland-native public book-specific used/recommerce marketplace appears, or if Bókin/Bókalind/Bókakaffið/Skálda/Bóksala surfaces expose seller onboarding, third-party listing/payment flows, or large structured ISBN detail. Broad Iceland reopen no longer needed after pass175.","Pass220 successfully resolved and built active spiders: iceland_locanto_spider.py, university_of_iceland_store_spider.py, bland_is_spider.py. Pass175 reverified Iceland and added current single-store/online used-book surfaces (Bókalind, Skálda, Bókakaffið), strengthened Bókin, Old Bookstore, Bókabúð Gulla, and University of Iceland exchange evidence, and still found no standalone public book-specific strict-main recommerce marketplace."
India,resolved_pass220_active_spiders_built,medium,Targeted only: BookLal country-scope/localization resolution; Pustak Market live activity/account-flow proof; ResellPanda live inventory or official Play listing; Apnabook direct account/listing render; PustakMart open-vs-managed seller mechanics; Classic Pages seller/recommerce proof; Flying Books operator-vs-marketplace mechanics. No broad India reopen absent fresh strict-main evidence.,"Pass220 successfully resolved and built active spiders: usedbooksfactory_spider.py, mcit_opac_spider.py, askitab_spider.py, bookbazaar_yournotebook_spider.py, bookmamu_spider.py, myoldbooks_spider.py, antqcart_spider.py, mypustak_in_spider.py, clasify_in_spider.py, resellpanda_spider.py, booklal_spider.py, sellmybooks_spider.py, genuine5_expatriatesindia_spider.py, bookflow_spider.py, genuine5_olxindia_spider.py, bookswaphub_spider.py, bookstand_spider.py, sumrux_spider.py, banaras_hindu_university_press_spider.py, booklane_spider.py, nearbook_spider.py, genuine5_quikr_spider.py, bookbazar_spider.py, bookchor_spider.py, genuine5_clickindia_spider.py, iit_bombay_book_exchange_spider.py, reusebooks_spider.py, genuine5_adeexindia_spider.py, clankart_in_spider.py, origin_bypass_spider.py, resellbooks_spider.py, bookspie_spider.py, genuine5_freeadsindia_spider.py, genuine5_locantoindia_spider.py, genuine5_vivastreetindia_spider.py, bookloop_spider.py, genuine5_adsglobeindia_spider.py, genuine5_postfreeonline_spider.py, book_mitra_spider.py, an_sinha_institute_social_studies_ansiss_spider.py, pustakmarket_spider.py, mypustak_spider.py, pustakstore_spider.py, bookshare_spider.py, genuine5_sulekha_spider.py. Pass129 second India pass added Pustak Market, Classic Pages and Flying Books; upgraded ResellPanda and Sumrux to high scope-caveated strict-candidates; hardened Bookaao, BookLane, MyOldBooks, PustakMart, Apnabook and BookLal. India now needs only named cleanup checks, not broad high revisit."
India,resolved_pass220_active_spiders_built,medium,Targeted only: BookLal country-scope/localization resolution; Pustak Market live activity/account-flow proof; ResellPanda live inventory or official Play listing; Apnabook direct account/listing render; PustakMart open-vs-managed seller mechanics; Classic Pages seller/recommerce proof; Flying Books operator-vs-marketplace mechanics. No broad India reopen absent fresh strict-main evidence.,"Pass220 successfully resolved and built active spiders: usedbooksfactory_spider.py, mcit_opac_spider.py, askitab_spider.py, bookbazaar_yournotebook_spider.py, bookmamu_spider.py, myoldbooks_spider.py, antqcart_spider.py, mypustak_in_spider.py, clasify_in_spider.py, resellpanda_spider.py, booklal_spider.py, sellmybooks_spider.py, genuine5_expatriatesindia_spider.py, bookflow_spider.py, genuine5_olxindia_spider.py, bookswaphub_spider.py, bookstand_spider.py, sumrux_spider.py, banaras_hindu_university_press_spider.py, booklane_spider.py, nearbook_spider.py, genuine5_quikr_spider.py, bookbazar_spider.py, bookchor_spider.py, genuine5_clickindia_spider.py, iit_bombay_book_exchange_spider.py, reusebooks_spider.py, genuine5_adeexindia_spider.py, clankart_in_spider.py, origin_bypass_spider.py, resellbooks_spider.py, bookspie_spider.py, genuine5_freeadsindia_spider.py, genuine5_locantoindia_spider.py, genuine5_vivastreetindia_spider.py, bookloop_spider.py, genuine5_adsglobeindia_spider.py, genuine5_postfreeonline_spider.py, book_mitra_spider.py, an_sinha_institute_social_studies_ansiss_spider.py, pustakmarket_spider.py, mypustak_spider.py, pustakstore_spider.py, bookshare_spider.py, genuine5_sulekha_spider.py. Pass129 second India pass added Pustak Market, Classic Pages and Flying Books; upgraded ResellPanda and Sumrux to high scope-caveated strict-candidates; hardened Bookaao, BookLane, MyOldBooks, PustakMart, Apnabook and BookLal. India now needs only named cleanup checks, not broad high revisit."
